product_id,category,client_id,amount,date
P088,Books,C0479,220.57,2023-09-11
P053,Books,C0018,129.28,2023-04-03
P052,Clothing,C0155,492.41,2023-01-06
P047,Electronics,C0464,174.15,2023-04-26
P070,Electronics,C0760,434.66,2023-02-20
P031,Clothing,C0062,331.87,2023-12-15
P005,Home,C0689,165.77,2023-09-21
P022,Clothing,C0917,323.23,2023-11-30
P092,Books,C0695,297.54,2023-11-05
P090,Electronics,C0503,372.94,2023-09-20
P003,Toys,C0433,169.5,2023-09-16
P054,Clothing,C0510,338.99,2023-09-02
P024,Clothing,C0825,74.72,2023-03-24
P032,Home,C0327,362.11,2023-10-11
P094,Toys,C0632,312.5,2023-04-28
P087,Home,C0629,305.42,2023-05-11
P080,Clothing,C0880,293.92,2023-09-28
P075,Home,C0740,471.85,2023-04-21
P029,Home,C0124,11.73,2023-01-06
P044,Toys,C0994,431.7,2023-08-09
P066,Toys,C0718,198.05,2023-11-30
P027,Home,C0061,368.81,2023-09-05
P092,Toys,C0346,378.71,2023-10-03
P003,Books,C0900,432.3,2023-08-27
P060,Toys,C0299,22.52,2023-05-18
P051,Clothing,C0033,13.49,2023-01-28
P039,Electronics,C0534,373.51,2023-10-23
P024,Clothing,C0980,460.22,2023-05-17
P039,Home,C0892,444.47,2023-10-05
P090,Electronics,C0971,334.68,2023-04-05
P048,Electronics,C0046,160.69,2023-11-22
P009,Home,C0430,90.5,2023-01-26
P081,Toys,C0847,62.2,2023-12-20
P030,Electronics,C0915,333.7,2023-01-27
P061,Home,C0017,432.0,2023-11-10
P020,Home,C0372,498.01,2023-10-18
P056,Electronics,C0794,117.81,2023-06-06
P012,Toys,C0860,161.38,2023-05-10
P100,Clothing,C0241,82.02,2023-02-16
P072,Toys,C0929,231.73,2023-01-09
P009,Books,C0657,480.12,2023-09-15
P044,Home,C0084,322.1,2023-04-19
P044,Home,C0803,55.16,2023-07-01
P051,Home,C0370,287.17,2023-07-23
P030,Books,C0491,183.86,2023-01-14
P058,Electronics,C0772,338.34,2023-05-11
P058,Electronics,C0904,174.08,2023-06-24
P068,Books,C0825,481.6,2023-08-02
P010,Toys,C0313,413.55,2023-01-31
P060,Clothing,C0408,397.9,2023-07-12
P037,Books,C0459,194.16,2023-02-12
P021,Books,C0360,152.62,2023-06-05
P071,Electronics,C0091,191.2,2023-01-19
P072,Electronics,C0733,404.55,2023-01-22
P005,Clothing,C0452,334.2,2023-10-18
P052,Clothing,C0757,126.26,2023-11-12
P058,Clothing,C0501,236.28,2023-09-19
P044,Home,C0504,446.5,2023-04-22
P055,Home,C0840,132.09,2023-09-30
P079,Clothing,C0344,400.12,2023-12-05
P058,Toys,C0448,468.56,2023-06-11
P064,Clothing,C0843,166.14,2023-10-20
P099,Toys,C0247,384.37,2023-05-30
P058,Clothing,C0171,11.75,2023-07-03
P092,Books,C0813,226.61,2023-03-19
P056,Home,C0895,410.17,2023-12-07
P094,Home,C0428,31.62,2023-06-20
P094,Electronics,C0382,317.1,2023-05-16
P017,Clothing,C0557,280.22,2023-05-20
P060,Toys,C0932,384.56,2023-03-17
P019,Clothing,C0840,497.39,2023-07-16
P097,Toys,C0499,79.17,2023-08-19
P036,Clothing,C0373,262.85,2023-05-07
P061,Electronics,C0302,492.88,2023-07-08
P028,Electronics,C0510,467.09,2023-02-26
P040,Books,C0296,264.24,2023-11-26
P073,Home,C0278,496.86,2023-12-16
P021,Clothing,C0891,431.81,2023-05-18
P085,Home,C0494,435.47,2023-01-25
P075,Home,C0698,329.39,2023-08-18
P008,Books,C0869,480.46,2023-05-29
P087,Books,C0795,227.72,2023-10-15
P055,Books,C0470,490.03,2023-07-10
P083,Electronics,C0690,307.64,2023-07-10
P039,Clothing,C0401,81.86,2023-07-12
P020,Clothing,C0051,351.31,2023-07-30
P087,Clothing,C0310,189.32,2023-03-23
P018,Clothing,C0302,223.49,2023-09-03
P089,Electronics,C0938,493.5,2023-05-05
P070,Books,C0538,483.18,2023-01-09
P009,Toys,C0179,375.92,2023-08-15
P077,Electronics,C0723,189.34,2023-03-27
P011,Toys,C0882,350.43,2023-12-26
P086,Home,C0318,88.7,2023-11-11
P087,Electronics,C0627,403.39,2023-01-27
P036,Toys,C0868,446.18,2023-04-30
P013,Home,C0902,111.73,2023-11-11
P083,Electronics,C0974,120.07,2023-08-12
P016,Electronics,C0410,349.64,2023-05-30
P093,Books,C0687,461.09,2023-10-15
P040,Clothing,C0349,465.22,2023-01-23
P032,Toys,C0163,122.61,2023-03-24
P100,Home,C0079,497.72,2023-06-10
P056,Books,C0857,369.89,2023-04-16
P073,Books,C0196,179.79,2023-10-12
P071,Electronics,C0893,224.91,2023-11-16
P027,Home,C0023,70.0,2023-06-22
P081,Home,C0798,228.74,2023-08-30
P081,Books,C0786,441.55,2023-09-22
P070,Electronics,C0089,349.79,2023-01-08
P051,Toys,C0684,462.64,2023-04-11
P051,Books,C0429,77.44,2023-12-08
P068,Clothing,C0746,150.9,2023-01-28
P067,Toys,C0166,147.25,2023-10-09
P036,Home,C0854,372.09,2023-02-19
P007,Clothing,C0548,64.84,2023-08-31
P062,Clothing,C0037,112.49,2023-10-14
P036,Home,C0224,329.68,2023-02-15
P040,Toys,C0963,296.4,2023-03-23
P093,Clothing,C0257,362.13,2023-06-21
P028,Electronics,C0023,65.68,2023-06-20
P046,Toys,C0650,332.44,2023-07-14
P011,Clothing,C0736,89.04,2023-05-23
P072,Clothing,C0285,127.22,2023-11-19
P041,Clothing,C0276,50.88,2023-06-29
P053,Home,C0882,78.35,2023-12-28
P085,Electronics,C0003,363.51,2023-05-26
P001,Books,C0205,461.67,2023-05-13
P064,Electronics,C0448,359.39,2023-07-16
P006,Toys,C0693,307.64,2023-09-15
P081,Toys,C0680,299.65,2023-04-30
P039,Home,C0553,274.26,2023-11-10
P088,Toys,C0843,417.48,2023-12-09
P030,Electronics,C0194,490.72,2023-04-14
P055,Clothing,C0192,451.99,2023-09-14
P005,Home,C0201,76.72,2023-02-03
P047,Books,C0843,181.78,2023-08-28
P047,Clothing,C0741,327.86,2023-12-24
P061,Electronics,C0805,212.16,2023-01-01
P077,Toys,C0282,150.29,2023-09-25
P058,Clothing,C0212,103.46,2023-03-27
P073,Toys,C0870,186.51,2023-11-25
P068,Books,C0642,320.32,2023-10-03
P015,Toys,C0403,107.92,2023-07-10
P058,Home,C0705,15.46,2023-06-19
P002,Clothing,C0466,24.03,2023-04-28
P075,Clothing,C0405,419.3,2023-06-01
P099,Books,C0140,36.59,2023-04-09
P085,Electronics,C0276,203.94,2023-02-18
P018,Toys,C0715,74.0,2023-05-27
P052,Electronics,C0949,498.16,2023-12-02
P009,Home,C0362,404.43,2023-09-25
P029,Home,C0310,93.33,2023-11-12
P085,Home,C0415,124.18,2023-07-16
P017,Clothing,C1000,66.83,2023-07-10
P046,Books,C0903,83.71,2023-12-09
P043,Books,C0786,415.97,2023-10-26
P066,Electronics,C0083,12.29,2023-02-12
P052,Home,C0453,262.22,2023-02-20
P076,Home,C0194,398.97,2023-09-14
P031,Clothing,C0072,359.86,2023-10-18
P079,Clothing,C0392,436.71,2023-09-10
P028,Electronics,C0689,386.16,2023-11-15
P077,Electronics,C0748,26.82,2023-07-31
P010,Toys,C0964,59.79,2023-04-16
P026,Books,C0709,76.17,2023-06-19
P017,Home,C0987,335.88,2023-01-23
P067,Toys,C0174,293.34,2023-05-11
P057,Electronics,C0988,69.37,2023-06-28
P004,Home,C0807,175.33,2023-05-09
P002,Toys,C0920,495.41,2023-12-19
P082,Home,C0426,205.31,2023-10-20
P076,Electronics,C0375,421.24,2023-10-11
P077,Books,C0761,459.24,2023-05-25
P094,Books,C0247,456.71,2023-03-20
P090,Books,C0101,231.55,2023-06-30
P093,Books,C0580,119.93,2023-10-29
P030,Books,C0628,52.0,2023-03-25
P060,Clothing,C0675,24.91,2023-07-01
P051,Books,C0800,481.64,2023-12-09
P065,Toys,C0592,106.58,2023-05-31
P073,Electronics,C0018,315.63,2023-07-24
P089,Toys,C0709,96.63,2023-06-03
P014,Toys,C0256,17.07,2023-09-17
P035,Home,C0825,154.12,2023-03-17
P006,Clothing,C0494,207.14,2023-04-21
P045,Clothing,C0285,262.58,2023-12-29
P028,Clothing,C0044,208.15,2023-05-30
P095,Clothing,C0357,338.31,2023-10-21
P087,Electronics,C0741,346.26,2023-09-14
P100,Toys,C0861,385.15,2023-08-21
P080,Home,C0444,228.12,2023-11-23
P089,Clothing,C0140,239.61,2023-01-30
P085,Home,C0783,450.33,2023-07-17
P008,Home,C0301,452.14,2023-08-07
P040,Home,C0581,388.76,2023-01-14
P039,Clothing,C0503,90.43,2023-07-11
P071,Clothing,C0854,177.88,2023-08-24
P084,Toys,C0813,137.65,2023-08-25
P019,Electronics,C0291,110.92,2023-09-04
P093,Toys,C0385,464.57,2023-07-21
P019,Clothing,C0364,144.43,2023-02-27
P047,Books,C0126,113.91,2023-06-19
P076,Toys,C0814,403.33,2023-05-13
P019,Electronics,C0300,20.94,2023-03-28
P031,Home,C0375,148.33,2023-03-16
P095,Electronics,C0099,28.26,2023-03-21
P004,Toys,C0067,86.54,2023-09-02
P075,Electronics,C0932,396.16,2023-05-26
P057,Clothing,C0077,97.93,2023-10-23
P094,Home,C0536,32.01,2023-01-08
P083,Clothing,C0298,314.05,2023-06-21
P096,Books,C0948,190.68,2023-08-23
P057,Home,C0990,168.99,2023-10-06
P027,Books,C0521,472.59,2023-07-19
P001,Toys,C0814,492.54,2023-03-29
P093,Books,C0895,491.72,2023-07-18
P098,Home,C0655,461.12,2023-07-06
P023,Toys,C0637,184.06,2023-07-27
P039,Electronics,C0667,404.77,2023-09-06
P049,Home,C0260,339.28,2023-01-23
P040,Electronics,C0967,413.47,2023-06-11
P068,Toys,C0522,458.23,2023-01-20
P023,Books,C0721,96.14,2023-06-10
P057,Books,C0274,319.48,2023-05-18
P065,Clothing,C0037,103.43,2023-01-20
P079,Books,C0863,385.44,2023-05-28
P057,Toys,C0138,79.47,2023-12-18
P043,Toys,C0572,140.61,2023-05-13
P054,Electronics,C0687,179.61,2023-07-28
P060,Toys,C0162,390.11,2023-08-24
P024,Books,C0319,383.11,2023-06-19
P075,Books,C0809,208.42,2023-12-29
P081,Books,C0859,454.97,2023-02-27
P008,Clothing,C0388,442.54,2023-06-17
P001,Electronics,C0401,101.14,2023-09-09
P061,Books,C0914,195.13,2023-03-10
P028,Toys,C0404,376.53,2023-04-20
P013,Electronics,C0917,215.58,2023-11-15
P023,Toys,C0298,442.8,2023-06-12
P027,Toys,C0770,467.2,2023-04-22
P068,Clothing,C0705,192.36,2023-09-07
P076,Clothing,C1000,29.39,2023-05-28
P027,Toys,C0186,490.97,2023-07-08
P031,Electronics,C0354,253.67,2023-12-30
P005,Clothing,C0749,155.23,2023-03-13
P033,Clothing,C0129,97.58,2023-08-10
P043,Electronics,C0470,376.49,2023-11-21
P065,Books,C0590,346.62,2023-04-26
P050,Home,C0628,222.04,2023-04-22
P045,Electronics,C0300,61.03,2023-01-14
P038,Clothing,C0119,327.79,2023-06-02
P086,Toys,C0227,391.97,2023-12-18
P041,Electronics,C0073,70.73,2023-08-08
P057,Home,C0121,256.95,2023-12-03
P052,Home,C0351,136.33,2023-01-06
P069,Books,C0919,462.08,2023-05-30
P081,Clothing,C0102,145.38,2023-10-27
P023,Books,C0195,286.61,2023-02-25
P086,Clothing,C0324,396.74,2023-07-11
P098,Clothing,C0385,496.84,2023-05-20
P088,Home,C0203,268.6,2023-12-25
P097,Clothing,C0768,312.71,2023-10-08
P066,Electronics,C0134,124.98,2023-12-27
P071,Electronics,C0674,255.63,2023-05-24
P001,Home,C0427,338.1,2023-02-16
P025,Toys,C0799,282.26,2023-10-25
P088,Clothing,C0579,387.48,2023-04-02
P031,Clothing,C0963,194.07,2023-09-26
P037,Books,C0317,354.07,2023-09-17
P068,Home,C0647,447.56,2023-02-03
P065,Electronics,C0272,497.56,2023-06-19
P094,Toys,C0303,208.47,2023-04-20
P047,Electronics,C0074,10.58,2023-05-16
P072,Clothing,C0555,477.05,2023-06-06
P029,Clothing,C0480,173.03,2023-01-13
P018,Toys,C0174,357.53,2023-09-18
P088,Toys,C0153,296.89,2023-12-02
P008,Home,C0467,228.98,2023-01-30
P031,Clothing,C0959,121.92,2023-11-04
P002,Toys,C0193,16.47,2023-07-28
P058,Books,C0387,11.67,2023-07-10
P076,Clothing,C0807,271.63,2023-04-05
P059,Home,C0092,98.77,2023-10-26
P087,Clothing,C0713,104.7,2023-06-25
P041,Toys,C0944,337.32,2023-07-22
P047,Home,C0233,253.88,2023-08-17
P080,Toys,C0214,251.33,2023-05-04
P038,Electronics,C0541,469.92,2023-01-16
P035,Toys,C0459,226.17,2023-03-08
P080,Clothing,C0960,10.19,2023-06-21
P090,Electronics,C0867,390.05,2023-09-03
P096,Home,C0488,223.54,2023-06-12
P094,Clothing,C0384,493.92,2023-08-15
P084,Electronics,C0359,363.9,2023-07-12
P087,Home,C0838,138.24,2023-08-27
P085,Toys,C0179,405.71,2023-04-14
P021,Home,C0533,45.2,2023-05-16
P021,Books,C0620,173.38,2023-05-27
P052,Electronics,C0661,276.15,2023-10-17
P038,Electronics,C0334,244.56,2023-07-28
P098,Home,C0474,463.28,2023-06-19
P048,Electronics,C0819,457.5,2023-12-24
P012,Books,C0608,252.94,2023-04-22
P038,Home,C0588,493.07,2023-03-15
P010,Books,C0115,409.11,2023-12-16
P032,Electronics,C0711,154.98,2023-12-19
P091,Home,C0270,140.48,2023-07-02
P085,Electronics,C0028,468.4,2023-04-20
P011,Electronics,C0410,273.16,2023-09-12
P044,Books,C0066,474.74,2023-10-12
P046,Books,C0114,391.84,2023-07-26
P080,Toys,C0253,364.0,2023-11-23
P062,Electronics,C0814,343.35,2023-07-23
P050,Home,C0710,290.22,2023-07-27
P017,Clothing,C0627,219.25,2023-07-20
P029,Books,C0151,127.19,2023-07-18
P028,Toys,C0440,157.72,2023-03-27
P074,Clothing,C0590,277.41,2023-07-31
P093,Books,C0783,33.22,2023-07-19
P075,Clothing,C0247,231.74,2023-01-30
P007,Toys,C0765,231.73,2023-06-27
P026,Books,C0532,151.35,2023-08-15
P027,Books,C0154,25.22,2023-02-26
P046,Toys,C0276,64.04,2023-11-22
P033,Toys,C0476,21.08,2023-01-23
P081,Home,C0293,372.65,2023-08-06
P091,Toys,C0370,474.51,2023-02-13
P007,Clothing,C0876,240.09,2023-11-11
P087,Clothing,C0773,435.59,2023-06-28
P063,Clothing,C0399,139.13,2023-08-29
P069,Home,C0959,298.31,2023-01-27
P069,Books,C0972,210.53,2023-06-02
P062,Electronics,C0294,329.35,2023-12-11
P077,Books,C0794,291.55,2023-01-12
P037,Clothing,C0319,321.23,2023-01-09
P034,Home,C0666,483.54,2023-09-20
P060,Home,C0851,78.81,2023-11-06
P007,Toys,C0443,436.16,2023-11-11
P023,Electronics,C0022,228.4,2023-07-01
P041,Home,C0866,464.16,2023-08-17
P011,Toys,C0673,366.73,2023-08-15
P036,Clothing,C0198,237.81,2023-01-30
P072,Toys,C0735,475.61,2023-12-08
P033,Toys,C0365,26.87,2023-11-11
P061,Toys,C0618,242.24,2023-08-25
P073,Electronics,C0842,144.58,2023-06-05
P062,Toys,C0014,295.86,2023-11-21
P012,Books,C0974,283.44,2023-04-26
P035,Toys,C0582,346.14,2023-10-11
P073,Electronics,C0251,59.42,2023-08-08
P037,Books,C0289,144.12,2023-06-23
P050,Home,C0379,170.24,2023-09-30
P095,Toys,C0995,75.54,2023-12-20
P062,Toys,C0809,365.13,2023-01-01
P061,Clothing,C0602,33.21,2023-09-23
P038,Clothing,C0345,361.23,2023-08-29
P004,Clothing,C0807,357.86,2023-09-03
P046,Home,C0387,445.19,2023-12-01
P054,Clothing,C0700,441.15,2023-02-11
P093,Toys,C0198,30.67,2023-01-16
P039,Home,C0928,210.47,2023-01-21
P038,Home,C0937,74.81,2023-05-25
P091,Books,C0975,308.3,2023-11-24
P044,Clothing,C0859,282.08,2023-03-17
P063,Books,C0529,189.45,2023-10-01
P100,Clothing,C0360,391.59,2023-08-12
P093,Electronics,C0691,190.13,2023-09-03
P002,Books,C0754,149.43,2023-06-09
P080,Electronics,C0697,70.08,2023-11-30
P079,Books,C0050,405.25,2023-09-02
P039,Home,C0403,206.45,2023-08-09
P068,Books,C0789,279.18,2023-12-04
P023,Clothing,C0311,407.71,2023-01-15
P051,Toys,C0376,26.14,2023-04-10
P046,Toys,C0757,215.09,2023-06-07
P048,Books,C0499,233.35,2023-03-28
P067,Books,C0468,216.35,2023-02-02
P024,Books,C0426,392.31,2023-11-01
P054,Home,C0401,385.49,2023-04-20
P033,Books,C0212,11.99,2023-05-12
P082,Home,C0258,52.17,2023-06-06
P027,Toys,C0440,442.59,2023-11-08
P064,Toys,C0748,318.75,2023-11-17
P046,Toys,C0548,207.06,2023-12-02
P052,Clothing,C0952,438.7,2023-07-30
P026,Toys,C0581,164.66,2023-07-23
P050,Books,C0262,340.9,2023-05-11
P050,Books,C0155,307.88,2023-03-27
P080,Home,C0486,79.76,2023-08-19
P081,Books,C0961,46.17,2023-04-25
P040,Toys,C0848,414.69,2023-05-27
P019,Electronics,C0901,265.84,2023-10-16
P015,Books,C0029,448.69,2023-12-16
P044,Toys,C0056,427.47,2023-12-11
P078,Home,C0235,25.04,2023-12-03
P057,Electronics,C0732,274.18,2023-07-01
P007,Books,C0936,117.09,2023-02-20
P068,Clothing,C0262,409.65,2023-05-22
P011,Books,C0450,104.03,2023-04-11
P017,Electronics,C0083,361.18,2023-09-11
P090,Electronics,C0336,101.95,2023-06-16
P097,Clothing,C0753,114.82,2023-06-09
P049,Home,C0525,33.88,2023-02-28
P076,Home,C0588,257.82,2023-05-06
P001,Electronics,C0039,405.69,2023-08-28
P070,Clothing,C0770,64.2,2023-10-12
P021,Toys,C0992,14.8,2023-11-09
P049,Toys,C0469,462.56,2023-02-17
P042,Electronics,C0496,460.74,2023-09-18
P096,Electronics,C0214,199.53,2023-03-09
P071,Clothing,C0070,211.54,2023-04-27
P048,Books,C0780,313.62,2023-08-11
P011,Home,C0243,165.68,2023-02-22
P075,Clothing,C0825,427.45,2023-12-18
P020,Toys,C0097,230.1,2023-02-23
P086,Books,C0874,244.67,2023-09-25
P050,Electronics,C0902,156.86,2023-08-14
P042,Clothing,C0468,167.61,2023-12-01
P016,Home,C0751,110.51,2023-08-28
P017,Electronics,C0319,333.38,2023-07-31
P088,Toys,C0234,23.56,2023-12-19
P084,Clothing,C0442,228.73,2023-07-06
P028,Clothing,C0796,300.23,2023-11-12
P073,Clothing,C0263,32.63,2023-09-15
P049,Electronics,C0480,415.21,2023-11-24
P082,Clothing,C0643,27.88,2023-07-11
P060,Toys,C0237,95.79,2023-02-06
P001,Clothing,C0544,483.33,2023-01-13
P063,Electronics,C0580,120.75,2023-01-25
P004,Books,C0057,92.59,2023-09-08
P073,Toys,C0606,431.56,2023-10-28
P016,Home,C0310,280.72,2023-01-28
P083,Electronics,C0661,490.58,2023-10-13
P035,Electronics,C0987,218.78,2023-12-28
P002,Electronics,C0942,249.76,2023-05-27
P010,Electronics,C0438,122.03,2023-09-04
P055,Electronics,C0291,317.63,2023-07-27
P029,Electronics,C0321,82.37,2023-07-29
P083,Home,C0240,356.69,2023-02-15
P005,Electronics,C0710,123.88,2023-12-28
P034,Home,C0561,34.49,2023-04-25
P055,Home,C0377,247.09,2023-01-29
P029,Clothing,C0477,457.19,2023-07-23
P076,Home,C0105,50.88,2023-09-09
P056,Toys,C0565,202.12,2023-05-25
P071,Toys,C0411,327.99,2023-10-07
P055,Books,C0961,413.25,2023-01-05
P069,Electronics,C0366,282.63,2023-10-09
P010,Books,C0888,472.59,2023-11-28
P054,Home,C0143,292.42,2023-01-29
P003,Clothing,C0496,327.37,2023-02-06
P064,Electronics,C0675,315.14,2023-09-01
P032,Books,C0019,295.07,2023-05-20
P001,Electronics,C0789,237.86,2023-01-14
P096,Books,C0256,460.45,2023-10-26
P047,Clothing,C0768,10.87,2023-10-03
P034,Electronics,C0823,201.94,2023-05-09
P006,Home,C0323,460.18,2023-01-10
P076,Home,C0676,57.51,2023-10-19
P015,Home,C0904,384.17,2023-03-24
P085,Clothing,C0166,443.24,2023-08-22
P012,Home,C0303,185.77,2023-05-01
P097,Home,C0664,198.66,2023-01-17
P074,Toys,C0821,403.76,2023-06-07
P049,Toys,C0267,319.86,2023-02-13
P075,Toys,C0063,473.97,2023-11-18
P075,Clothing,C0388,324.6,2023-07-19
P010,Electronics,C0398,204.71,2023-05-08
P030,Electronics,C0870,474.88,2023-03-11
P026,Toys,C0780,410.6,2023-01-21
P051,Home,C0459,29.91,2023-01-23
P067,Home,C0540,294.64,2023-10-11
P072,Clothing,C0230,252.4,2023-03-31
P047,Books,C0302,389.38,2023-10-15
P010,Electronics,C0537,288.36,2023-01-13
P024,Toys,C0401,114.47,2023-05-30
P059,Home,C0590,110.21,2023-10-20
P097,Clothing,C0025,174.32,2023-05-15
P016,Electronics,C0300,141.51,2023-03-10
P089,Clothing,C0945,67.59,2023-05-22
P049,Books,C0439,150.53,2023-05-09
P035,Books,C0037,147.94,2023-11-19
P007,Clothing,C0199,69.93,2023-04-12
P007,Books,C0381,303.05,2023-06-16
P022,Toys,C0094,245.8,2023-05-16
P098,Clothing,C0340,111.58,2023-04-07
P006,Books,C0663,64.12,2023-03-14
P082,Toys,C0460,11.76,2023-04-14
P045,Books,C0971,264.76,2023-09-13
P063,Electronics,C0135,357.71,2023-03-20
P037,Electronics,C0266,240.46,2023-02-16
P049,Electronics,C0580,157.38,2023-12-10
P030,Books,C0737,411.83,2023-06-23
P038,Clothing,C0055,403.89,2023-08-13
P049,Toys,C0846,258.22,2023-03-27
P003,Toys,C0795,183.32,2023-01-09
P033,Toys,C0889,121.71,2023-04-28
P089,Books,C0278,457.99,2023-05-23
P018,Toys,C0274,346.44,2023-05-08
P021,Electronics,C0656,16.33,2023-09-20
P080,Home,C0338,308.81,2023-05-02
P088,Home,C0601,96.7,2023-11-03
P010,Electronics,C0997,297.15,2023-02-14
P062,Books,C0596,258.9,2023-04-20
P072,Electronics,C0672,422.65,2023-09-17
P070,Clothing,C0587,436.02,2023-04-27
P009,Toys,C0694,373.55,2023-05-31
P082,Toys,C0460,276.09,2023-10-29
P047,Books,C0040,366.21,2023-01-08
P083,Toys,C0840,133.33,2023-10-30
P001,Home,C0985,97.66,2023-03-11
P093,Home,C0311,322.42,2023-06-30
P012,Home,C0916,207.1,2023-05-20
P016,Books,C0236,126.63,2023-08-11
P084,Books,C0892,304.26,2023-08-11
P100,Clothing,C0419,405.26,2023-10-09
P086,Home,C0786,478.05,2023-12-30
P034,Home,C0923,78.56,2023-03-31
P051,Electronics,C0513,200.96,2023-10-26
P072,Electronics,C0575,11.7,2023-11-08
P074,Books,C0379,316.44,2023-08-03
P010,Home,C0946,185.73,2023-05-02
P071,Clothing,C0162,18.38,2023-04-13
P072,Home,C0073,39.49,2023-10-23
P045,Home,C0522,110.95,2023-10-03
P066,Electronics,C0851,231.46,2023-02-25
P069,Home,C0646,290.78,2023-02-28
P019,Clothing,C0253,472.54,2023-08-04
P069,Toys,C0290,389.56,2023-12-21
P080,Electronics,C0265,110.24,2023-10-17
P086,Home,C0059,299.21,2023-04-25
P050,Clothing,C0181,428.18,2023-12-03
P042,Home,C0503,154.56,2023-12-01
P024,Books,C0148,256.13,2023-06-19
P072,Clothing,C0898,85.1,2023-02-23
P040,Toys,C0974,143.53,2023-08-30
P041,Home,C0914,74.21,2023-03-29
P023,Books,C0281,357.45,2023-02-09
P054,Toys,C0815,368.16,2023-01-03
P088,Home,C0823,406.02,2023-12-24
P024,Electronics,C0413,415.57,2023-12-02
P029,Books,C0711,136.12,2023-12-06
P003,Toys,C0493,281.37,2023-08-02
P034,Books,C0512,483.8,2023-05-01
P095,Books,C0740,181.55,2023-03-07
P078,Electronics,C0574,235.1,2023-03-01
P071,Books,C0497,223.15,2023-02-05
P089,Clothing,C0544,279.82,2023-07-21
P055,Electronics,C0607,359.34,2023-06-17
P034,Toys,C0452,208.33,2023-03-05
P014,Toys,C0147,87.16,2023-07-02
P038,Electronics,C0120,188.86,2023-06-01
P098,Home,C0567,388.99,2023-06-30
P097,Home,C0153,211.17,2023-12-28
P068,Clothing,C0875,130.26,2023-06-06
P057,Home,C0475,427.27,2023-12-08
P017,Books,C0238,419.29,2023-01-25
P099,Toys,C0939,383.54,2023-07-23
P042,Home,C0689,361.41,2023-07-21
P068,Electronics,C0628,453.67,2023-09-14
P021,Books,C0737,223.49,2023-10-03
P054,Books,C0752,293.59,2023-01-02
P082,Clothing,C0856,216.79,2023-10-03
P020,Books,C0595,379.28,2023-02-10
P074,Electronics,C0267,417.23,2023-07-09
P073,Books,C0548,205.29,2023-08-11
P019,Clothing,C0251,133.23,2023-09-03
P068,Electronics,C0597,202.56,2023-05-17
P013,Toys,C0169,29.8,2023-11-28
P047,Home,C0989,429.84,2023-08-26
P040,Clothing,C0127,426.75,2023-09-21
P046,Toys,C0128,24.61,2023-11-11
P066,Home,C0248,144.71,2023-06-04
P021,Electronics,C0805,315.27,2023-03-06
P004,Home,C0250,289.07,2023-06-02
P056,Clothing,C0860,495.29,2023-06-22
P067,Home,C0654,81.97,2023-06-12
P017,Home,C0150,319.68,2023-10-15
P034,Electronics,C0075,104.79,2023-11-23
P019,Home,C0063,272.91,2023-02-25
P008,Electronics,C0580,84.17,2023-11-23
P099,Toys,C0985,391.22,2023-05-04
P090,Electronics,C0989,71.78,2023-05-27
P026,Toys,C0597,380.52,2023-01-14
P085,Electronics,C0117,193.96,2023-07-21
P066,Home,C0348,22.74,2023-01-06
P012,Clothing,C0684,374.13,2023-01-29
P025,Clothing,C0736,497.46,2023-12-01
P041,Electronics,C0911,40.61,2023-07-18
P100,Electronics,C0944,208.26,2023-05-10
P049,Toys,C0374,208.05,2023-09-26
P088,Home,C0443,89.02,2023-01-03
P060,Home,C0693,93.18,2023-08-27
P085,Electronics,C0376,113.76,2023-09-21
P086,Books,C0999,147.8,2023-10-29
P037,Electronics,C0155,188.11,2023-06-13
P004,Electronics,C0283,300.55,2023-01-23
P087,Toys,C0874,128.37,2023-11-02
P073,Toys,C0169,475.03,2023-12-07
P062,Electronics,C0487,131.96,2023-08-07
P024,Toys,C0900,497.99,2023-11-22
P013,Home,C0383,59.88,2023-01-14
P038,Books,C0704,155.18,2023-08-17
P046,Home,C0850,390.98,2023-05-06
P009,Clothing,C0193,341.5,2023-10-08
P009,Toys,C0397,453.74,2023-10-20
P100,Home,C0181,323.43,2023-04-19
P018,Toys,C0455,110.65,2023-12-10
P021,Home,C0913,207.75,2023-08-26
P034,Toys,C0036,303.47,2023-10-18
P091,Clothing,C0351,201.92,2023-11-28
P066,Clothing,C0634,447.49,2023-01-13
P096,Electronics,C0017,240.81,2023-11-29
P092,Toys,C0355,393.43,2023-07-17
P072,Clothing,C0425,134.48,2023-03-21
P019,Electronics,C0694,70.57,2023-10-10
P022,Books,C0858,303.52,2023-06-02
P077,Books,C0416,206.16,2023-09-13
P097,Home,C0616,177.73,2023-08-17
P001,Home,C0782,76.6,2023-04-05
P092,Electronics,C0578,434.98,2023-10-11
P040,Clothing,C0422,66.62,2023-12-30
P009,Home,C0957,373.83,2023-12-29
P038,Books,C0974,437.75,2023-07-13
P056,Books,C0749,34.84,2023-04-24
P071,Toys,C0709,202.43,2023-08-31
P088,Books,C0749,488.26,2023-12-01
P018,Home,C0367,93.74,2023-08-13
P055,Electronics,C0575,410.64,2023-02-10
P077,Toys,C0096,68.96,2023-02-12
P027,Clothing,C0538,434.98,2023-03-28
P083,Toys,C0662,460.65,2023-01-08
P032,Books,C0294,107.9,2023-10-16
P080,Electronics,C0183,370.22,2023-11-16
